lang,vocabSize,rep,error,wordsPlaced,elapsedMs,boardRows,boardCols,boardCells,filledCells,letterCount,reviewWordPlaced
el,500,55,,2,7.087,5,8,40,12,8,false
el,500,56,,1,7.665,1,8,8,8,8,false
el,500,57,,2,6.872,5,7,35,11,8,true
el,500,58,,4,7.216,6,6,36,14,8,false
el,500,59,,2,7.337,4,7,28,10,8,false
el,500,60,,1,7.948,1,8,8,8,8,true
el,500,61,,4,6.413,3,7,21,11,8,false
el,500,62,,2,7.876,3,7,21,9,8,false
el,500,63,,4,6.19,6,7,42,13,8,false
el,500,64,,5,7.747,6,7,42,17,8,true
el,500,65,,3,6.832,5,6,30,14,8,true
el,500,66,,4,7.744,5,8,40,17,8,false
el,500,67,,2,7.798,5,8,40,12,8,false
el,500,68,,1,8.4,1,8,8,8,8,true
el,500,69,,5,6.487,6,8,48,20,8,true
el,500,70,,4,6.496,6,6,36,16,8,true
el,500,71,,3,6.872,6,5,30,13,8,true
el,500,72,,4,7.358,7,6,42,15,8,true
el,500,73,,5,6.462,7,7,49,17,8,false
el,500,74,,3,6.967,4,6,24,12,8,true
el,500,75,,3,7.703,5,7,35,11,8,true
el,500,76,,4,7.051,6,6,36,16,8,true
el,500,77,,3,7.493,4,8,32,13,8,true
el,500,78,,2,7.954,3,6,18,8,7,true
el,500,79,,5,7.009,5,6,30,15,8,false
el,500,80,,4,6.884,5,6,30,15,8,true
el,500,81,,4,6.729,5,5,25,12,8,true
el,500,82,,4,6.53,7,7,49,19,8,true
el,500,83,,4,6.973,8,5,40,17,8,false
el,500,84,,3,7.507,5,8,40,13,8,false
el,500,85,,1,7.311,1,8,8,8,8,false
el,500,86,,1,7.049,1,8,8,8,8,false
el,500,87,,1,7.187,1,8,8,8,8,true
el,500,88,,3,6.687,6,5,30,14,8,true
el,500,89,,7,6.927,7,8,56,24,8,true
el,500,90,,2,7.353,6,8,48,13,8,false
el,500,91,,3,7.774,4,6,24,11,8,false
el,500,92,,3,5.802,6,5,30,12,8,true
el,500,93,,1,7.455,1,8,8,8,8,false
el,500,94,,4,6.527,4,6,24,13,7,false
el,500,95,,3,7.556,5,6,30,12,8,true
el,500,96,,2,7.729,3,7,21,9,8,false
el,500,97,,2,7.762,6,8,48,13,8,true
el,500,98,,2,7.265,3,6,18,8,8,false
el,500,99,,4,6.562,6,6,36,14,7,true
el,500,100,,4,6.7,6,6,36,18,8,true
el,500,101,,3,6.279,5,5,25,11,8,false
el,500,102,,2,7.013,3,8,24,10,8,true
el,500,103,,4,7.693,6,6,36,14,8,false
el,500,104,,4,7.314,8,6,48,16,8,true
el,500,105,,4,6.398,5,5,25,14,8,true
el,500,106,,3,7.842,4,7,28,12,8,false
el,500,107,,4,7.769,7,8,56,19,8,false
el,500,108,,3,6.462,5,7,35,13,8,true
el,500,109,,3,7.612,4,6,24,12,8,false
el,500,110,,1,7.472,1,8,8,8,8,false
el,500,111,,1,7.346,1,8,8,8,8,true
el,500,112,,3,7.052,6,7,42,14,8,true
el,500,113,,4,6.681,6,6,36,14,8,true
el,500,114,,1,7.084,1,8,8,8,8,false
el,500,115,,4,6.544,4,7,28,14,8,true
el,500,116,,3,6.819,4,7,28,12,8,false
el,500,117,,4,7.154,8,7,56,18,8,true
el,500,118,,2,6.438,3,7,21,9,8,false
el,500,119,,3,7.15,6,6,36,12,8,false
el,500,120,,2,8.334,5,7,35,11,8,false
el,500,121,,3,6.64,7,5,35,11,8,false
el,500,122,,4,7.459,8,5,40,15,8,true
el,500,123,,1,6.743,1,7,7,7,7,true
el,500,124,,3,7.79,4,8,32,12,8,true
el,500,125,,2,6.757,3,8,24,10,8,false
el,500,126,,3,7.239,5,7,35,13,8,true
el,500,127,,4,6.883,4,5,20,11,8,false
el,500,128,,2,7.582,5,7,35,11,8,false
el,500,129,,4,6.324,7,5,35,16,8,true
el,500,130,,3,7.741,4,7,28,13,8,true
el,500,131,,3,7.496,4,8,32,13,8,true
el,500,132,,4,6.732,8,6,48,18,8,true
el,500,133,,4,6.563,5,6,30,14,8,false
el,500,134,,2,6.469,4,7,28,10,8,true
el,500,135,,1,7.088,1,8,8,8,8,true
el,500,136,,1,7.258,1,8,8,8,8,false
el,500,137,,2,7.886,4,7,28,10,8,false
el,500,138,,3,6.398,6,5,30,13,8,false
el,500,139,,3,8.282,5,7,35,15,8,true
el,500,140,,4,7.385,8,8,64,20,8,true
el,500,141,,4,8.217,5,7,35,14,8,true
el,500,142,,1,7.186,1,8,8,8,8,true
el,500,143,,1,8.112,1,8,8,8,8,false
el,500,144,,1,6.618,1,8,8,8,8,true
el,500,145,,2,6.941,5,6,30,10,8,true
el,500,146,,2,6.991,3,8,24,10,8,false
el,500,147,,4,7.164,6,5,30,12,8,false
el,500,148,,4,6.707,6,7,42,15,8,false
el,500,149,,3,6.92,8,7,56,15,8,false
el,500,150,,2,7.44,3,8,24,10,8,true
el,500,151,,3,6.98,4,4,16,10,7,true
el,500,152,,3,7.042,4,6,24,11,8,true
el,500,153,,4,7.087,4,5,20,12,8,false
el,500,154,,6,7.294,6,8,48,21,8,true
el,500,155,,4,5.955,5,7,35,13,8,true
el,500,156,,1,6.612,1,8,8,8,8,true
el,500,157,,1,8.041,1,8,8,8,8,true
el,500,158,,3,6.016,5,6,30,13,8,false
el,500,159,,3,7.075,8,7,56,14,8,true
el,500,160,,3,7.19,4,6,24,11,8,false
el,500,161,,3,8.133,6,6,36,12,8,false
el,500,162,,4,6.746,5,5,25,12,7,false
el,500,163,,1,7.397,1,8,8,8,8,true
el,500,164,,2,7.713,5,7,35,11,8,true
el,500,165,,1,7.578,1,8,8,8,8,true
el,500,166,,4,6.441,5,5,25,14,8,true
el,500,167,,3,5.685,4,6,24,10,8,false
el,500,168,,4,5.858,5,6,30,13,8,true
el,500,169,,4,6.987,6,6,36,14,8,true
el,500,170,,5,7.195,8,7,56,18,8,false
el,500,171,,3,6.735,5,6,30,12,8,false
el,500,172,,3,6.423,5,5,25,11,8,false
el,500,173,,3,7.294,5,6,30,11,7,true
el,500,174,,5,7.856,6,6,36,16,8,true
el,500,175,,4,7.512,6,6,36,15,8,true
el,500,176,,1,7.558,1,8,8,8,8,true
el,500,177,,3,7.139,5,8,40,13,8,true
el,500,178,,4,7.584,5,6,30,15,8,true
el,500,179,,4,6.682,6,7,42,16,8,false
el,500,180,,3,8.127,3,6,18,10,8,false
el,500,181,,4,7.87,6,8,48,18,8,false
el,500,182,,1,7.182,1,8,8,8,8,false
el,500,183,,3,7.619,5,6,30,12,8,false
el,500,184,,2,7.06,3,8,24,10,8,false
el,500,185,,3,7.512,7,6,42,13,8,false
el,500,186,,3,7.39,8,8,64,15,8,false
el,500,187,,1,7.973,1,8,8,8,8,true
el,500,188,,3,7.889,4,8,32,13,8,false
el,500,189,,3,7.493,4,6,24,11,8,true
el,500,190,,2,6.689,4,7,28,10,8,true
el,500,191,,1,7.483,1,8,8,8,8,false
el,500,192,,3,6.726,5,8,40,13,8,false
el,500,193,,2,6.505,4,4,16,7,6,true
el,500,194,,1,6.496,1,8,8,8,8,false
el,500,195,,3,6.754,4,6,24,10,8,false
el,500,196,,2,6.194,4,7,28,10,8,false
el,500,197,,3,6.639,5,8,40,15,8,false
el,500,198,,3,6.558,8,6,48,13,8,true
el,500,199,,1,8.105,1,8,8,8,8,false
el,1000,0,,4,14.371,6,5,30,12,8,true
el,1000,1,,5,14.912,8,6,48,19,8,true
el,1000,2,,5,12.745,7,6,42,15,8,true
el,1000,3,,3,15.266,5,7,35,13,8,true
el,1000,4,,3,13.011,6,7,42,15,8,false
el,1000,5,,3,14.825,4,6,24,12,8,true
el,1000,6,,4,15.561,5,8,40,15,8,false
el,1000,7,,5,14.854,6,6,36,17,8,false
el,1000,8,,2,14.973,5,7,35,11,8,false
el,1000,9,,3,13.024,5,5,25,10,8,false
el,1000,10,,4,14.006,5,5,25,12,8,false
el,1000,11,,2,16.681,5,7,35,11,8,false
el,1000,12,,5,17.14,7,8,56,20,8,false
el,1000,13,,4,13.388,6,4,24,12,8,true
el,1000,14,,4,13.649,5,6,30,13,8,true
el,1000,15,,2,15.134,3,7,21,9,8,true
el,1000,16,,3,16.014,5,8,40,15,8,true
el,1000,17,,4,16.318,6,7,42,18,8,false
el,1000,18,,2,16.708,4,8,32,11,8,false
el,1000,19,,3,13.499,5,6,30,12,8,true
el,1000,20,,3,13.922,4,6,24,12,8,true
el,1000,21,,1,15.474,1,8,8,8,8,true
el,1000,22,,3,16.322,5,7,35,13,8,false
el,1000,23,,4,15.653,5,7,35,18,8,false
el,1000,24,,2,14.433,4,7,28,10,8,true
el,1000,25,,2,15.287,4,7,28,10,8,false
el,1000,26,,2,15.479,5,7,35,11,8,false
el,1000,27,,4,14.677,6,7,42,15,8,true
el,1000,28,,3,15.456,5,7,35,14,8,false
el,1000,29,,4,14.967,7,6,42,14,8,true
el,1000,30,,2,14.341,4,7,28,10,8,true
el,1000,31,,4,14.427,4,7,28,12,8,false
el,1000,32,,3,15.92,5,8,40,12,8,false
el,1000,33,,3,15.986,7,6,42,13,8,true
el,1000,34,,5,15.807,6,8,48,23,8,true
el,1000,35,,4,16.118,5,8,40,16,8,true
el,1000,36,,2,14.376,4,7,28,10,8,true
el,1000,37,,3,14.252,6,5,30,11,8,false
el,1000,38,,3,14.256,6,7,42,13,8,false
el,1000,39,,3,15.054,5,6,30,11,8,false
el,1000,40,,7,14.512,7,7,49,20,8,false
el,1000,41,,4,15.603,5,7,35,14,8,true
el,1000,42,,3,15.68,6,8,48,15,8,false
el,1000,43,,4,13.822,7,5,35,13,8,true
el,1000,44,,5,13.555,6,7,42,15,8,true
el,1000,45,,3,13.401,4,7,28,13,8,true
el,1000,46,,4,15.52,4,8,32,14,8,false
el,1000,47,,1,13.675,1,8,8,8,8,true
el,1000,48,,4,14.326,4,5,20,13,8,false
el,1000,49,,2,14.995,3,7,21,9,8,true
el,1000,50,,4,12.268,4,6,24,13,8,true
el,1000,51,,5,13.707,6,7,42,14,8,false
el,1000,52,,2,15.73,3,8,24,10,8,true
el,1000,53,,3,15.036,7,6,42,12,8,false
el,1000,54,,4,15.503,3,5,15,11,8,true
el,1000,55,,3,12.541,6,5,30,12,8,true
el,1000,56,,1,17.119,1,8,8,8,8,false
el,1000,57,,4,16.074,6,8,48,18,8,true
el,1000,58,,3,15.151,4,8,32,13,8,true
el,1000,59,,3,15.743,4,6,24,12,8,false
el,1000,60,,4,16.268,5,7,35,14,8,false
el,1000,61,,4,15.08,5,5,25,13,8,true
el,1000,62,,4,15.119,7,7,49,19,8,true
el,1000,63,,2,14.232,3,8,24,10,8,true
el,1000,64,,5,14.411,7,5,35,17,8,true
el,1000,65,,2,13.327,3,6,18,8,7,true
el,1000,66,,2,15.852,5,7,35,11,8,true
el,1000,67,,2,15.476,4,7,28,10,8,false
el,1000,68,,6,13.591,7,7,49,21,8,false
el,1000,69,,4,14.494,5,5,25,13,8,true
el,1000,70,,3,14.786,6,8,48,13,8,false
el,1000,71,,6,13.752,8,8,64,20,8,true
el,1000,72,,4,15.823,7,7,49,17,8,false
el,1000,73,,2,14.13,4,7,28,10,8,false
el,1000,74,,3,16.099,6,8,48,16,8,false
el,1000,75,,1,14.794,1,8,8,8,8,false
el,1000,76,,2,15.52,5,8,40,12,8,false
el,1000,77,,4,16.157,5,7,35,16,8,false
el,1000,78,,3,18.672,6,7,42,15,8,false
el,1000,79,,5,16.003,8,8,64,22,8,false
el,1000,80,,2,14.816,3,6,18,8,8,true
el,1000,81,,5,15.021,7,5,35,17,8,true
el,1000,82,,3,14.816,5,6,30,13,8,false
el,1000,83,,3,13.279,4,5,20,9,8,true
el,1000,84,,4,16.66,3,7,21,13,8,true
el,1000,85,,4,13.733,4,6,24,12,8,true
el,1000,86,,4,13.769,6,7,42,16,8,true
el,1000,87,,6,13.756,8,7,56,15,8,false
el,1000,88,,2,14.91,4,7,28,10,8,true
el,1000,89,,3,15.479,5,8,40,13,8,false
el,1000,90,,4,13.893,5,6,30,15,8,true
el,1000,91,,8,13.774,8,8,64,28,8,true
el,1000,92,,5,15.557,6,7,42,19,8,true
el,1000,93,,4,14.072,5,5,25,13,8,false
el,1000,94,,1,16.01,1,8,8,8,8,true
el,1000,95,,4,16.246,5,7,35,16,8,false
el,1000,96,,3,15.323,5,7,35,12,8,true
el,1000,97,,1,16.28,1,8,8,8,8,true
el,1000,98,,2,15.708,4,8,32,11,8,true
el,1000,99,,4,16.518,4,7,28,14,8,false
el,1000,100,,1,16.211,1,8,8,8,8,false
el,1000,101,,2,16.023,4,8,32,11,8,false
el,1000,102,,2,15.977,3,7,21,9,8,true
el,1000,103,,4,15.015,5,6,30,13,7,true
el,1000,104,,4,16.07,6,8,48,18,8,false
el,1000,105,,3,15.189,6,6,36,14,8,false
el,1000,106,,5,14.806,5,8,40,16,8,false
el,1000,107,,1,15.393,1,8,8,8,8,true
el,1000,108,,3,16.587,5,7,35,13,8,false
el,1000,109,,2,14.212,5,8,40,12,8,false
el,1000,110,,5,14.742,5,7,35,16,8,true
el,1000,111,,2,16.297,3,8,24,10,8,true
el,1000,112,,4,16.449,4,7,28,14,8,true
el,1000,113,,2,16.081,4,8,32,11,8,false
el,1000,114,,3,16.737,6,8,48,14,8,false
el,1000,115,,2,14.477,4,8,32,11,8,false
el,1000,116,,4,16.649,6,8,48,15,8,false
el,1000,117,,1,15.006,1,8,8,8,8,true
el,1000,118,,4,15.45,4,7,28,15,8,true
el,1000,119,,5,16.765,7,7,49,19,8,true
el,1000,120,,2,15.776,4,7,28,10,8,false
el,1000,121,,3,13.133,6,6,36,13,8,false
el,1000,122,,5,14.033,5,7,35,18,8,false
el,1000,123,,1,16.621,1,8,8,8,8,true
el,1000,124,,4,13.583,4,6,24,12,8,false
el,1000,125,,6,20.549,7,7,49,20,8,false
el,1000,126,,4,15.64,5,7,35,15,8,false
el,1000,127,,1,15.258,1,8,8,8,8,false
el,1000,128,,1,16.365,1,8,8,8,8,true
el,1000,129,,2,16.694,4,8,32,11,8,false
el,1000,130,,2,15.708,4,7,28,10,8,true
el,1000,131,,3,15.524,5,6,30,12,8,true
el,1000,132,,1,16.71,1,8,8,8,8,false
el,1000,133,,2,14.645,5,7,35,11,8,true
el,1000,134,,3,15.006,4,8,32,13,8,true
el,1000,135,,4,15.82,5,6,30,14,8,false
el,1000,136,,3,15.215,4,5,20,10,7,true
el,1000,137,,3,16.176,5,7,35,14,8,false
el,1000,138,,3,16.246,5,8,40,14,8,false
el,1000,139,,4,15.236,7,7,49,17,8,false
el,1000,140,,2,15.616,5,8,40,12,8,true
el,1000,141,,6,15.893,8,7,56,23,8,true
el,1000,142,,3,15.607,5,6,30,13,8,false
el,1000,143,,6,14.701,6,7,42,18,8,false
el,1000,144,,4,13.992,5,5,25,12,7,false
el,1000,145,,4,14.202,5,5,25,12,8,false
el,1000,146,,5,13.675,4,8,32,15,8,true
el,1000,147,,4,12.906,5,6,30,14,8,true
el,1000,148,,3,14.039,6,7,42,12,8,true
el,1000,149,,3,13.995,5,7,35,13,8,false
el,1000,150,,3,13.88,5,6,30,14,8,false
el,1000,151,,4,14.528,7,5,35,16,8,true
el,1000,152,,2,15.989,4,8,32,11,8,true
el,1000,153,,2,16.059,3,8,24,10,8,false
el,1000,154,,6,14.811,6,7,42,21,8,false
el,1000,155,,2,15.331,4,7,28,10,8,false
el,1000,156,,3,13.786,4,5,20,10,7,true
el,1000,157,,1,15.352,1,8,8,8,8,false
el,1000,158,,2,16.641,4,8,32,11,8,false
el,1000,159,,1,15.156,1,8,8,8,8,false
el,1000,160,,2,17.324,4,8,32,11,8,false
el,1000,161,,5,15.849,6,8,48,17,8,true
el,1000,162,,5,13.278,7,8,56,20,8,false
el,1000,163,,5,15.024,6,7,42,18,8,false
el,1000,164,,2,15.144,5,7,35,11,8,true
el,1000,165,,3,15.973,6,6,36,13,8,false
el,1000,166,,5,14.536,6,8,48,17,8,false
el,1000,167,,5,15.461,7,8,56,20,8,true
el,1000,168,,5,12.95,6,6,36,16,8,false
el,1000,169,,5,13.823,7,5,35,19,8,true
el,1000,170,,5,13.706,6,5,30,17,7,true
el,1000,171,,4,14.702,5,7,35,14,8,false
el,1000,172,,4,15.814,7,7,49,18,8,true
el,1000,173,,3,13.268,5,4,20,9,8,false
el,1000,174,,5,12.644,5,6,30,13,8,false
el,1000,175,,3,14.806,3,6,18,11,8,true
el,1000,176,,4,13.771,5,5,25,13,8,true
el,1000,177,,6,16.539,7,8,56,28,8,true
el,1000,178,,3,14.132,7,7,49,14,8,true
el,1000,179,,3,14.15,5,5,25,11,8,true
el,1000,180,,3,15.76,5,8,40,14,8,false
el,1000,181,,2,15.114,3,8,24,10,8,false
el,1000,182,,3,14.902,6,7,42,14,8,false
el,1000,183,,4,14.105,7,6,42,15,8,true
el,1000,184,,5,12.4,5,4,20,11,8,false
el,1000,185,,4,15.753,7,7,49,15,8,false
el,1000,186,,6,13.993,6,6,36,16,8,false
el,1000,187,,2,14.278,3,7,21,9,8,true
el,1000,188,,3,16.898,6,8,48,13,8,true
el,1000,189,,2,14.153,4,7,28,10,8,false
el,1000,190,,4,13.24,5,6,30,13,8,false
el,1000,191,,5,13.794,7,7,49,21,8,false
el,1000,192,,2,15.772,3,8,24,10,8,false
el,1000,193,,3,16.022,5,8,40,13,8,false
el,1000,194,,3,15.977,5,7,35,14,8,true
el,1000,195,,5,14.217,6,7,42,16,8,false
el,1000,196,,5,15.55,7,5,35,19,8,true
el,1000,197,,5,13.56,5,7,35,15,8,true
el,1000,198,,4,13.522,4,7,28,12,8,false
el,1000,199,,4,15.203,5,5,25,13,8,true
el,3000,0,,7,45.774,8,8,64,25,8,true
el,3000,1,,6,50.559,7,7,49,22,8,false
el,3000,2,,4,42.171,4,6,24,14,8,false
el,3000,3,,5,47.491,7,7,49,19,8,false
el,3000,4,,7,49.69,7,7,49,20,8,false
el,3000,5,,4,49.487,6,6,36,14,8,false
el,3000,6,,8,42.063,6,7,42,25,8,true
el,3000,7,,5,50.128,4,7,28,15,8,false
el,3000,8,,6,43.592,8,6,48,20,8,true
el,3000,9,,1,48.187,1,8,8,8,8,false
el,3000,10,,6,44.07,8,7,56,21,8,false
el,3000,11,,7,46.768,6,8,48,23,8,false
el,3000,12,,5,47.831,6,8,48,18,8,false
el,3000,13,,4,48.192,6,6,36,14,8,true
el,3000,14,,3,47.987,4,6,24,11,8,false
el,3000,15,,4,49.529,5,8,40,16,8,true
el,3000,16,,4,42.157,5,6,30,12,7,true
el,3000,17,,5,48.335,7,7,49,20,8,false
el,3000,18,,6,45.234,6,7,42,24,8,true
el,3000,19,,9,44.828,7,6,42,24,8,true
el,3000,20,,2,48.168,3,8,24,10,8,false
el,3000,21,,7,52.626,6,8,48,24,8,false
el,3000,22,,3,50.172,4,8,32,13,8,false
el,3000,23,,5,60.414,5,8,40,20,8,false
el,3000,24,,2,52.262,4,8,32,11,8,false
el,3000,25,,6,50.755,7,6,42,20,8,false
el,3000,26,,7,53.33,7,8,56,24,8,false
el,3000,27,,6,51.804,6,8,48,21,8,false
el,3000,28,,3,44.139,5,6,30,11,8,false
el,3000,29,,3,48.029,5,7,35,13,8,true
el,3000,30,,7,38.698,7,5,35,20,8,false
el,3000,31,,4,48.136,6,7,42,17,8,false
el,3000,32,,6,46.506,7,7,49,19,8,true
el,3000,33,,4,42.6,6,8,48,15,8,true
el,3000,34,,3,42.906,5,6,30,12,8,true
el,3000,35,,4,46.562,4,6,24,13,8,false
el,3000,36,,6,40.444,4,7,28,16,8,true
el,3000,37,,5,48.444,5,8,40,18,8,false
el,3000,38,,3,47.874,6,8,48,15,8,false
el,3000,39,,4,48.919,5,6,30,16,8,false
el,3000,40,,4,53.17,6,7,42,15,8,false
el,3000,41,,3,45.06,5,6,30,10,8,false
el,3000,42,,6,50.718,5,8,40,20,8,false
el,3000,43,,4,44.1,6,7,42,16,8,false
el,3000,44,,4,46.592,5,5,25,11,8,true
el,3000,45,,4,48.785,7,7,49,17,8,true
el,3000,46,,6,46.731,7,7,49,23,7,true
el,3000,47,,2,45.111,3,8,24,10,8,true
el,3000,48,,6,46.276,7,8,56,23,8,false
el,3000,49,,5,48.249,7,7,49,20,8,true
el,3000,50,,5,41.471,6,6,36,20,8,true
el,3000,51,,3,47.851,4,8,32,14,8,true
el,3000,52,,3,48.632,5,8,40,15,8,true
el,3000,53,,4,47.7,5,7,35,14,8,true
el,3000,54,,3,48.677,3,6,18,10,8,false
el,3000,55,,6,52.755,8,8,64,24,8,true
el,3000,56,,6,46.631,6,8,48,22,8,true
el,3000,57,,4,41.377,7,7,49,18,8,false
el,3000,58,,4,51.028,5,8,40,16,8,false
el,3000,59,,3,44.228,5,6,30,13,8,false
el,3000,60,,6,53.922,6,7,42,22,8,true
el,3000,61,,6,52.832,6,7,42,18,8,true
el,3000,62,,5,41.706,6,5,30,14,8,true
el,3000,63,,1,51.303,1,8,8,8,8,true
el,3000,64,,7,48.389,6,7,42,23,8,false
el,3000,65,,3,43.566,4,7,28,13,8,false
el,3000,66,,5,50.939,6,8,48,21,8,true
el,3000,67,,7,55.46,6,8,48,22,8,true
el,3000,68,,3,40.213,4,4,16,9,6,true
el,3000,69,,8,48.312,8,8,64,26,8,true
el,3000,70,,6,40.593,6,6,36,16,8,false
el,3000,71,,6,49.146,7,7,49,23,8,true
el,3000,72,,5,45.25,6,6,36,18,8,true
el,3000,73,,5,39.552,7,7,49,18,8,true
el,3000,74,,6,49.403,5,7,35,21,8,false
el,3000,75,,6,48.333,8,8,64,28,8,false
el,3000,76,,2,50.279,5,8,40,12,8,true
el,3000,77,,2,47.319,6,8,48,13,8,false
el,3000,78,,2,48.019,3,8,24,10,8,true
el,3000,79,,5,44.571,6,8,48,18,8,false
el,3000,80,,2,47.8,4,8,32,11,8,false
el,3000,81,,6,45.942,5,8,40,18,8,true
el,3000,82,,6,45.481,7,7,49,22,8,false
el,3000,83,,4,51.086,6,7,42,17,8,true
el,3000,84,,7,53.41,7,8,56,27,8,false
el,3000,85,,3,47.107,5,8,40,13,8,false
el,3000,86,,5,45.673,6,6,36,16,8,true
el,3000,87,,3,42.732,3,4,12,8,6,true
el,3000,88,,6,48.623,6,7,42,22,8,false
el,3000,89,,5,51.747,5,8,40,20,8,false
el,3000,90,,1,49.017,1,8,8,8,8,false
el,3000,91,,5,43.02,5,6,30,15,8,false
el,3000,92,,6,49.821,6,8,48,20,8,false
el,3000,93,,4,46.179,7,5,35,14,8,false
el,3000,94,,6,41.292,8,5,40,19,8,false
el,3000,95,,4,50.287,4,7,28,15,8,false
el,3000,96,,7,45.387,7,7,49,25,8,false
el,3000,97,,5,53.087,5,7,35,17,8,true
el,3000,98,,7,49.537,8,5,40,22,8,true
el,3000,99,,3,50.432,5,6,30,13,8,true
el,3000,100,,5,47.483,6,6,36,16,8,true
el,3000,101,,5,46.875,5,6,30,13,8,true
el,3000,102,,6,41.612,7,7,49,16,8,false
el,3000,103,,7,51.715,6,7,42,23,8,true
el,3000,104,,5,41.265,6,5,30,15,8,false
el,3000,105,,4,42.751,4,5,20,11,6,false
el,3000,106,,4,44.271,6,7,42,16,8,false
el,3000,107,,1,48.179,1,8,8,8,8,false
el,3000,108,,5,50.178,4,7,28,16,8,true
el,3000,109,,5,53.899,6,8,48,20,8,false
el,3000,110,,7,44.37,6,8,48,18,8,true
el,3000,111,,4,44.138,5,7,35,14,8,false
el,3000,112,,7,49.12,7,7,49,24,8,true
el,3000,113,,6,49.969,6,7,42,21,8,false
el,3000,114,,6,51.218,7,8,56,21,8,true
el,3000,115,,4,44.777,6,4,24,11,8,false
el,3000,116,,5,43.648,6,7,42,14,8,true
el,3000,117,,7,45.414,7,6,42,18,8,true
el,3000,118,,6,50.052,7,7,49,21,8,true
el,3000,119,,5,47.297,4,8,32,18,8,true
el,3000,120,,5,51.082,6,6,36,19,8,true
el,3000,121,,6,44.083,5,8,40,19,8,false
el,3000,122,,3,50.794,5,8,40,13,8,true
el,3000,123,,5,43.707,5,7,35,17,8,true
el,3000,124,,8,47.607,8,7,56,26,8,false
el,3000,125,,6,45.426,6,8,48,19,8,true
el,3000,126,,3,49.973,4,7,28,12,8,false
el,3000,127,,3,50.139,4,8,32,12,8,false
el,3000,128,,5,51.707,7,7,49,20,8,true
el,3000,129,,5,45.121,5,7,35,16,8,true
el,3000,130,,4,47.277,5,7,35,14,8,false
el,3000,131,,5,47.84,7,8,56,20,8,true
el,3000,132,,4,47.077,4,7,28,13,7,true
el,3000,133,,7,46.619,7,7,49,21,8,true
el,3000,134,,5,53.042,5,7,35,18,8,true
el,3000,135,,5,54.64,5,7,35,17,7,false
el,3000,136,,11,42.603,8,7,56,31,8,false
el,3000,137,,6,47.873,6,8,48,18,8,true
el,3000,138,,5,45.652,4,8,32,17,8,true
el,3000,139,,3,47.092,5,8,40,13,8,false
el,3000,140,,4,54.544,6,7,42,15,8,true
el,3000,141,,6,54.686,7,8,56,20,8,false
el,3000,142,,7,51.623,8,8,64,21,8,true
el,3000,143,,8,46.966,6,8,48,26,8,true
el,3000,144,,5,52.44,7,6,42,16,8,false
el,3000,145,,5,46.16,5,8,40,18,8,true
el,3000,146,,5,45.602,7,7,49,20,8,true
el,3000,147,,4,44.679,6,8,48,20,8,true
el,3000,148,,6,47.096,5,7,35,21,8,true
el,3000,149,,4,44.442,5,6,30,14,8,false
el,3000,150,,8,42.391,8,7,56,25,8,false
el,3000,151,,4,60.704,6,7,42,15,8,false
el,3000,152,,7,54.196,7,7,49,20,8,false
el,3000,153,,5,49.708,7,7,49,19,8,true
el,3000,154,,5,56.229,5,6,30,18,8,true
el,3000,155,,5,54.175,5,5,25,16,8,false
el,3000,156,,6,62.57,6,8,48,21,8,false
el,3000,157,,3,45.481,6,7,42,14,8,true
el,3000,158,,5,45.388,5,5,25,13,8,false
el,3000,159,,5,51.969,5,8,40,19,8,false
el,3000,160,,6,48.547,8,5,40,21,8,false
el,3000,161,,6,44.589,6,8,48,20,8,false
el,3000,162,,3,48.75,6,7,42,14,8,true
el,3000,163,,2,48.516,5,8,40,12,8,false
el,3000,164,,4,47.827,5,6,30,13,7,true
el,3000,165,,7,50.229,6,8,48,23,8,true
el,3000,166,,5,45.755,5,7,35,16,8,false
el,3000,167,,8,48.555,8,7,56,25,8,true
el,3000,168,,7,45.795,7,8,56,27,8,true
el,3000,169,,7,49.258,8,7,56,24,8,false
el,3000,170,,6,49.81,8,8,64,24,8,false
el,3000,171,,8,51.069,7,7,49,23,8,true
el,3000,172,,7,50.462,6,8,48,25,8,false
el,3000,173,,7,67.535,7,3,21,15,8,false
el,3000,174,,4,51.174,5,6,30,15,8,true
el,3000,175,,4,51.894,5,7,35,15,8,false
el,3000,176,,7,56.384,8,8,64,25,8,true
el,3000,177,,4,47.267,4,7,28,14,8,true
el,3000,178,,6,39.852,6,7,42,20,8,false
el,3000,179,,5,50.284,5,7,35,18,8,false
el,3000,180,,7,46.302,8,7,56,25,8,false
el,3000,181,,5,47.339,6,8,48,17,8,false
el,3000,182,,4,50.952,7,8,56,19,8,false
el,3000,183,,6,48.914,7,7,49,19,8,false
el,3000,184,,3,44.626,5,7,35,13,8,true
el,3000,185,,6,46.081,7,7,49,21,8,false
el,3000,186,,6,50.362,6,8,48,19,8,true
el,3000,187,,4,63.024,5,8,40,18,8,true
el,3000,188,,9,45.054,8,7,56,27,8,true
el,3000,189,,3,48.642,4,8,32,13,8,false
el,3000,190,,6,50.649,8,8,64,23,8,true
el,3000,191,,5,48.644,6,6,36,16,8,false
el,3000,192,,6,50.815,6,8,48,23,8,true
el,3000,193,,5,45.818,7,8,56,20,8,false
el,3000,194,,7,46.503,7,7,49,23,8,false
el,3000,195,,5,43.155,6,7,42,17,8,false
